ID,MEDIDA,UNIDAD_MEDIDA,ESPECIFICACION_EMPACADO,UNIDAD_ESPECIFICACION_EMPACADO
59294,978,ml,906897,volumenCm3
59295,367,gr,471881,pesoGR
59296,354,gr,181206,volumenCm3
59297,31,ml,118869,pesoGR
59298,650,ml,793876,pesoGR
59299,845,gr,949432,volumenCm3
59300,933,gr,601062,volumenCm3
59301,358,ml,435096,pesoGR
59302,234,gr,195857,pesoGR
59303,58,ml,369523,volumenCm3
59304,4,ml,74293,pesoGR
59305,700,ml,524412,volumenCm3
59306,81,ml,588109,volumenCm3
59307,27,gr,121443,pesoGR
59308,696,gr,319015,volumenCm3
59309,173,gr,32105,pesoGR
59310,928,ml,573453,volumenCm3
59311,855,gr,902121,volumenCm3
59312,438,gr,148634,volumenCm3
59313,469,ml,676074,volumenCm3
59314,209,ml,235341,volumenCm3
59315,41,gr,564186,volumenCm3
59316,930,ml,956987,volumenCm3
59317,169,gr,950181,volumenCm3
59318,78,ml,722032,pesoGR
59319,400,gr,978679,pesoGR
59320,436,gr,879171,volumenCm3
59321,130,ml,291504,volumenCm3
59322,310,ml,569285,pesoGR
59323,43,gr,102166,volumenCm3
59324,783,gr,639736,pesoGR
59325,33,gr,231537,volumenCm3
59326,888,ml,267734,volumenCm3
59327,813,gr,280882,pesoGR
59328,793,ml,907440,volumenCm3
59329,137,gr,361441,pesoGR
59330,643,ml,365928,volumenCm3
59331,30,ml,760338,pesoGR
59332,799,ml,250553,volumenCm3
59333,854,ml,367498,volumenCm3
59334,56,ml,347989,volumenCm3
59335,224,ml,191743,pesoGR
59336,908,ml,719384,volumenCm3
59337,271,gr,325006,pesoGR
59338,176,ml,457413,pesoGR
59339,466,gr,726469,volumenCm3
59340,256,ml,794590,pesoGR
59341,864,gr,390238,volumenCm3
59342,8,gr,318757,volumenCm3
59343,289,ml,271276,pesoGR
59344,123,gr,794901,volumenCm3
59345,673,gr,688612,volumenCm3
59346,505,gr,609805,pesoGR
59347,544,gr,720352,volumenCm3
59348,461,gr,989236,volumenCm3
59349,254,ml,428147,pesoGR
59350,240,ml,358817,pesoGR
59351,888,gr,481804,pesoGR
59352,835,ml,690138,volumenCm3
59353,59,ml,752652,volumenCm3
59354,271,gr,143034,pesoGR
59355,812,gr,659053,volumenCm3
59356,163,ml,424158,volumenCm3
59357,819,ml,765616,pesoGR
59358,190,gr,369949,volumenCm3
59359,709,gr,569427,volumenCm3
59360,166,ml,918465,pesoGR
59361,275,gr,757843,pesoGR
59362,347,gr,62995,volumenCm3
59363,588,ml,26670,volumenCm3
59364,303,gr,294308,volumenCm3
59365,708,gr,244243,pesoGR
59366,948,gr,790299,pesoGR
59367,337,ml,30387,volumenCm3
59368,960,gr,386076,pesoGR
59369,270,gr,895016,pesoGR
59370,39,gr,316970,volumenCm3
59371,85,gr,496551,pesoGR
59372,889,ml,685839,pesoGR
59373,216,gr,922331,pesoGR
59374,222,ml,21942,volumenCm3
59375,598,gr,11976,volumenCm3
59376,753,gr,570301,pesoGR
59377,248,gr,817343,pesoGR
59378,271,gr,820207,pesoGR
59379,465,ml,160832,volumenCm3
59380,600,ml,675698,volumenCm3
59381,783,ml,690564,volumenCm3
59382,221,gr,924662,pesoGR
59383,929,ml,532487,pesoGR
59384,240,gr,661344,volumenCm3
59385,973,ml,111416,volumenCm3
59386,873,gr,835959,volumenCm3
59387,254,gr,585488,volumenCm3
59388,201,gr,798710,volumenCm3
59389,716,ml,565463,volumenCm3
59390,781,ml,474695,pesoGR
59391,182,gr,236392,pesoGR
59392,607,gr,348897,pesoGR
59393,504,gr,983149,pesoGR
59394,7,gr,127515,volumenCm3
59395,436,ml,873441,pesoGR
59396,973,gr,362971,pesoGR
59397,748,gr,82162,pesoGR
59398,59,gr,282458,volumenCm3
59399,585,ml,37739,volumenCm3
59400,786,gr,893628,volumenCm3
59401,959,gr,406125,volumenCm3
59402,181,ml,296747,volumenCm3
59403,816,ml,283034,volumenCm3
59404,379,gr,719305,pesoGR
59405,175,gr,459857,volumenCm3
59406,850,gr,744556,volumenCm3
59407,853,ml,262141,volumenCm3
59408,417,gr,589412,pesoGR
59409,419,gr,165995,pesoGR
59410,997,gr,393321,volumenCm3
59411,386,gr,987455,volumenCm3
59412,566,ml,928405,pesoGR
59413,677,ml,29059,volumenCm3
59414,865,gr,464041,volumenCm3
59415,914,ml,789599,volumenCm3
59416,275,gr,715154,pesoGR
59417,82,gr,284135,volumenCm3
59418,781,ml,792427,volumenCm3
59419,413,gr,384706,volumenCm3
59420,653,gr,133887,volumenCm3
59421,421,gr,968376,pesoGR
59422,805,ml,975743,pesoGR
59423,303,ml,573372,pesoGR
59424,742,ml,392872,pesoGR
59425,776,gr,884916,pesoGR
59426,313,ml,516959,volumenCm3
59427,618,ml,555189,pesoGR
59428,894,gr,358355,pesoGR
59429,185,gr,796062,pesoGR
59430,796,ml,538791,pesoGR
59431,501,ml,658973,pesoGR
59432,867,ml,280096,volumenCm3
59433,266,ml,390022,pesoGR
59434,318,ml,870860,pesoGR
59435,641,ml,801306,volumenCm3
59436,11,gr,552702,pesoGR
59437,788,gr,304495,pesoGR
59438,99,gr,862780,volumenCm3
59439,947,gr,883453,volumenCm3
59440,350,ml,630993,pesoGR
59441,938,gr,340322,pesoGR
59442,684,ml,650881,volumenCm3
59443,625,gr,893286,pesoGR
59444,392,gr,474294,volumenCm3
59445,317,ml,779019,pesoGR
59446,461,gr,432955,volumenCm3
59447,796,gr,546244,volumenCm3
59448,975,gr,623233,volumenCm3
59449,821,gr,278482,volumenCm3
59450,465,ml,765194,pesoGR
59451,645,gr,367397,pesoGR
59452,161,ml,996460,volumenCm3
59453,39,gr,443979,volumenCm3
59454,833,gr,87804,pesoGR
59455,564,ml,907624,pesoGR
59456,933,ml,743315,pesoGR
59457,454,ml,816238,pesoGR
59458,640,ml,543364,volumenCm3
59459,494,ml,607664,pesoGR
59460,80,ml,929112,volumenCm3
59461,715,gr,850879,volumenCm3
59462,56,ml,720353,pesoGR
59463,179,ml,974853,volumenCm3
59464,928,gr,667100,pesoGR
59465,824,gr,632419,volumenCm3
59466,798,gr,789059,volumenCm3
59467,243,gr,885576,pesoGR
59468,126,ml,134149,volumenCm3
59469,105,ml,987714,pesoGR
59470,342,ml,180847,pesoGR
59471,485,gr,707441,pesoGR
59472,236,ml,851742,volumenCm3
59473,50,gr,963962,volumenCm3
59474,22,gr,822308,volumenCm3
59475,123,ml,733815,volumenCm3
59476,127,ml,367890,volumenCm3
59477,996,ml,959957,volumenCm3
59478,369,ml,538121,pesoGR
59479,377,gr,695638,volumenCm3
59480,262,ml,815706,pesoGR
59481,300,gr,7817,volumenCm3
59482,323,ml,886584,pesoGR
59483,167,gr,56555,volumenCm3
59484,76,ml,47045,volumenCm3
59485,811,ml,997819,volumenCm3
59486,397,gr,62774,volumenCm3
59487,805,ml,561138,pesoGR
59488,936,gr,471938,pesoGR
59489,860,gr,364499,pesoGR
59490,306,gr,476293,volumenCm3
59491,7,gr,951232,volumenCm3
59492,422,gr,473323,pesoGR
59493,4,ml,500755,pesoGR
59494,397,gr,12839,pesoGR
59495,240,gr,298591,pesoGR
59496,949,ml,970558,volumenCm3
59497,387,gr,995513,pesoGR
59498,459,ml,609312,pesoGR
59499,702,gr,688630,pesoGR
59500,649,gr,529420,volumenCm3
59501,382,ml,39542,pesoGR
59502,201,ml,879752,volumenCm3
59503,622,ml,263169,volumenCm3
59504,420,ml,135647,pesoGR
59505,272,gr,919149,pesoGR
59506,415,ml,471006,pesoGR
59507,478,gr,69932,pesoGR
59508,592,gr,503647,pesoGR
59509,666,ml,660874,pesoGR
59510,869,ml,529833,volumenCm3
59511,354,ml,462512,volumenCm3
59512,276,gr,628183,volumenCm3
59513,495,ml,830034,pesoGR
59514,469,gr,637644,pesoGR
59515,899,gr,294979,volumenCm3
59516,42,ml,622990,pesoGR
59517,968,ml,567449,volumenCm3
59518,119,ml,315356,volumenCm3
59519,948,gr,105065,volumenCm3
59520,254,gr,620838,volumenCm3
59521,1000,gr,814634,pesoGR
59522,770,gr,308081,volumenCm3
59523,335,gr,278739,pesoGR
59524,876,gr,303887,pesoGR
59525,504,ml,870604,volumenCm3
59526,615,ml,380899,pesoGR
59527,792,gr,124678,volumenCm3
59528,360,ml,738006,volumenCm3
59529,100,gr,190988,pesoGR
59530,305,ml,242062,volumenCm3
59531,59,ml,984921,volumenCm3
59532,653,ml,470328,volumenCm3
59533,725,ml,635158,volumenCm3
59534,980,gr,99228,volumenCm3
59535,619,ml,736101,volumenCm3
59536,390,gr,491673,volumenCm3
59537,393,gr,669826,pesoGR
59538,791,ml,948120,pesoGR
59539,49,ml,534908,volumenCm3
59540,74,gr,550639,volumenCm3
59541,411,gr,115495,volumenCm3
59542,256,gr,190197,pesoGR
59543,163,gr,170906,pesoGR
59544,60,ml,498269,pesoGR
59545,408,gr,900931,volumenCm3
59546,204,gr,129390,pesoGR
59547,687,gr,848189,pesoGR
59548,839,ml,638709,pesoGR
59549,341,gr,977989,pesoGR
59550,327,ml,248062,volumenCm3
59551,374,ml,260864,volumenCm3
59552,103,gr,841153,pesoGR
59553,627,gr,974094,pesoGR
59554,559,gr,101973,volumenCm3
59555,826,ml,343380,volumenCm3
59556,134,gr,794026,volumenCm3
59557,388,gr,551272,volumenCm3
59558,270,gr,960408,volumenCm3
59559,592,gr,401950,pesoGR
59560,318,gr,349499,pesoGR
59561,136,ml,53762,volumenCm3
59562,316,ml,696580,pesoGR
59563,459,gr,159478,pesoGR
59564,304,gr,502607,pesoGR
59565,511,gr,219128,pesoGR
59566,232,gr,673871,pesoGR
59567,761,ml,444762,pesoGR
59568,263,gr,661357,volumenCm3
59569,141,ml,82369,pesoGR
59570,512,ml,232988,pesoGR
59571,688,ml,622655,pesoGR
59572,908,gr,915329,volumenCm3
59573,967,ml,260387,volumenCm3
59574,654,gr,296352,pesoGR
59575,840,ml,320985,volumenCm3
59576,554,ml,271322,volumenCm3
59577,506,gr,674984,pesoGR
59578,925,gr,241210,volumenCm3
59579,422,gr,960016,pesoGR
59580,127,ml,941741,volumenCm3
59581,673,ml,451506,volumenCm3
59582,186,gr,38873,pesoGR
59583,54,ml,317748,volumenCm3
59584,84,gr,866446,pesoGR
59585,790,ml,322184,pesoGR
59586,840,ml,327219,volumenCm3
59587,422,ml,14410,volumenCm3
59588,161,gr,797801,pesoGR
59589,4,gr,771806,volumenCm3
59590,812,ml,562043,volumenCm3
59591,517,gr,613027,volumenCm3
59592,683,ml,897953,volumenCm3
59593,709,ml,831454,volumenCm3
59594,12,gr,162673,pesoGR
59595,828,ml,481709,volumenCm3
59596,340,gr,303098,volumenCm3
59597,138,ml,369960,volumenCm3
59598,601,ml,23127,volumenCm3
59599,315,ml,690325,volumenCm3
59600,518,ml,490468,pesoGR
59601,769,gr,436898,volumenCm3
59602,832,gr,707735,volumenCm3
59603,341,ml,782847,pesoGR
59604,187,gr,191116,pesoGR
59605,210,gr,199360,volumenCm3
59606,775,gr,920479,volumenCm3
59607,714,gr,823792,volumenCm3
59608,129,ml,957732,pesoGR
59609,270,gr,465956,volumenCm3
59610,584,gr,805165,volumenCm3
59611,28,ml,846167,volumenCm3
59612,673,ml,937580,pesoGR
59613,213,ml,619035,pesoGR
59614,704,gr,561973,volumenCm3
59615,932,gr,61060,volumenCm3
59616,1000,gr,478266,volumenCm3
59617,973,ml,803337,pesoGR
59618,890,gr,392033,pesoGR
59619,208,gr,732596,pesoGR
59620,133,gr,430602,volumenCm3
59621,533,ml,947843,pesoGR
59622,867,gr,904650,volumenCm3
59623,523,ml,6185,volumenCm3
59624,79,gr,114584,volumenCm3
59625,437,gr,43749,pesoGR
59626,683,ml,822595,pesoGR
59627,615,gr,519806,pesoGR
59628,803,ml,644231,pesoGR
59629,212,gr,258676,pesoGR
59630,815,ml,714259,pesoGR
59631,131,ml,982013,pesoGR
59632,662,ml,346142,pesoGR
59633,39,ml,573626,volumenCm3
59634,413,gr,567638,volumenCm3
59635,866,ml,361524,pesoGR
59636,812,ml,827246,pesoGR
59637,54,ml,730486,volumenCm3
59638,566,gr,25345,volumenCm3
59639,783,ml,249090,volumenCm3
59640,187,ml,306045,pesoGR
59641,776,ml,517129,volumenCm3
59642,35,gr,151685,volumenCm3
59643,789,gr,891928,volumenCm3
59644,842,ml,899743,volumenCm3
59645,331,ml,812032,pesoGR
59646,130,gr,200773,pesoGR
59647,486,ml,183112,volumenCm3
59648,580,ml,329087,volumenCm3
59649,295,gr,170562,volumenCm3
59650,482,ml,798945,volumenCm3
59651,392,ml,745904,pesoGR
59652,30,gr,629600,pesoGR
59653,611,gr,977608,pesoGR
59654,748,ml,880661,volumenCm3
59655,81,ml,402118,pesoGR
59656,104,gr,734904,volumenCm3
59657,93,ml,336383,volumenCm3
59658,657,gr,44151,pesoGR
59659,39,ml,919598,volumenCm3
59660,38,ml,210616,volumenCm3
59661,2,ml,996201,volumenCm3
59662,16,gr,251985,pesoGR
59663,719,gr,513188,pesoGR
59664,283,ml,136318,pesoGR
59665,320,ml,742946,pesoGR
59666,924,gr,103387,volumenCm3
59667,184,gr,517008,pesoGR
59668,398,ml,67578,volumenCm3
59669,649,gr,417912,volumenCm3
59670,67,ml,21841,pesoGR
59671,227,ml,460937,volumenCm3
59672,466,ml,709019,pesoGR
59673,907,ml,253098,pesoGR
59674,224,gr,759473,volumenCm3
59675,583,ml,772672,volumenCm3
59676,625,ml,50239,volumenCm3
59677,285,gr,309945,volumenCm3
59678,882,ml,464689,pesoGR
59679,840,gr,351488,volumenCm3
59680,132,gr,649522,volumenCm3
59681,933,ml,160847,pesoGR
59682,951,gr,933887,pesoGR
59683,856,ml,226980,pesoGR
59684,372,ml,431927,volumenCm3
59685,334,gr,621509,volumenCm3
59686,798,gr,905493,pesoGR
59687,269,gr,733114,volumenCm3
59688,13,ml,874746,volumenCm3
59689,14,ml,65369,pesoGR
59690,906,gr,237536,volumenCm3
59691,859,gr,442456,pesoGR
59692,124,ml,871368,pesoGR
59693,180,ml,124050,volumenCm3
59694,507,ml,123951,volumenCm3
59695,539,ml,683392,volumenCm3
59696,696,gr,548512,pesoGR
59697,401,gr,659552,volumenCm3
59698,73,ml,730074,volumenCm3
59699,506,ml,454968,pesoGR
59700,802,ml,174229,pesoGR
59701,472,gr,45408,pesoGR
59702,3,ml,413326,volumenCm3
59703,966,ml,228376,volumenCm3
59704,923,gr,740652,pesoGR
59705,77,gr,448731,volumenCm3
59706,51,gr,234191,pesoGR
59707,36,gr,509420,pesoGR
59708,325,ml,219689,volumenCm3
59709,339,ml,412039,pesoGR
59710,748,gr,716715,volumenCm3
59711,948,ml,915689,volumenCm3
59712,376,ml,333757,volumenCm3
59713,836,ml,301110,pesoGR
59714,483,ml,810122,volumenCm3
59715,563,ml,231172,volumenCm3
59716,981,ml,153921,pesoGR
59717,666,gr,776825,volumenCm3
59718,467,gr,863278,volumenCm3
59719,799,ml,78954,volumenCm3
59720,736,gr,953757,volumenCm3
59721,893,ml,783707,pesoGR
59722,183,gr,263789,volumenCm3
59723,833,ml,681151,volumenCm3
59724,511,gr,962426,volumenCm3
59725,454,ml,261369,volumenCm3
59726,271,gr,105161,pesoGR
59727,531,ml,205254,pesoGR
59728,813,gr,762648,volumenCm3
59729,751,ml,758398,volumenCm3
59730,38,ml,297166,volumenCm3
59731,340,gr,597420,pesoGR
59732,904,gr,423983,volumenCm3
59733,608,ml,856980,pesoGR
59734,160,gr,842637,volumenCm3
59735,565,ml,443175,volumenCm3
59736,966,ml,215486,pesoGR
59737,145,ml,96923,volumenCm3
59738,12,ml,605520,volumenCm3
59739,332,ml,532889,volumenCm3
59740,194,ml,659440,volumenCm3
59741,728,gr,817015,volumenCm3
59742,47,ml,634107,pesoGR
59743,908,gr,665621,volumenCm3
59744,375,ml,635626,volumenCm3
59745,980,ml,310250,pesoGR
59746,964,gr,824950,pesoGR
59747,59,gr,394406,pesoGR
59748,795,ml,297816,pesoGR
59749,133,gr,718169,volumenCm3
59750,416,gr,336294,volumenCm3
59751,106,gr,618460,volumenCm3
59752,423,gr,348167,volumenCm3
59753,299,ml,90328,volumenCm3
59754,892,ml,494703,pesoGR
59755,24,gr,793654,volumenCm3
59756,860,gr,206321,pesoGR
59757,96,gr,370343,pesoGR
59758,456,gr,970814,volumenCm3
59759,423,ml,64633,volumenCm3
59760,655,gr,298995,pesoGR
59761,253,ml,431088,pesoGR
59762,621,ml,422319,pesoGR
59763,999,ml,733127,volumenCm3
59764,383,ml,903024,pesoGR
59765,591,gr,972773,pesoGR
59766,577,ml,700106,volumenCm3
59767,770,ml,408441,pesoGR
59768,814,gr,922000,pesoGR
59769,699,gr,649303,pesoGR
59770,829,gr,211347,pesoGR
59771,482,gr,605713,volumenCm3
59772,174,ml,63119,volumenCm3
59773,711,ml,117894,pesoGR
59774,313,ml,437836,pesoGR
59775,827,ml,357870,volumenCm3
59776,335,ml,472836,pesoGR
59777,768,ml,576152,volumenCm3
59778,612,gr,459980,pesoGR
59779,176,gr,649051,pesoGR
59780,463,ml,891836,volumenCm3
59781,939,ml,944841,volumenCm3
59782,443,gr,868499,pesoGR
59783,252,ml,831103,pesoGR
59784,614,ml,10273,pesoGR
59785,116,ml,527695,pesoGR
59786,474,ml,377727,pesoGR
59787,195,ml,390515,volumenCm3
59788,789,ml,698436,volumenCm3
59789,953,ml,806258,pesoGR
59790,94,ml,278262,volumenCm3
59791,886,gr,706729,volumenCm3
59792,406,gr,158072,pesoGR
59793,342,ml,462338,pesoGR
59794,111,ml,634261,volumenCm3
59795,159,gr,458418,pesoGR
59796,36,ml,73488,pesoGR
59797,757,gr,751747,pesoGR
59798,298,ml,657891,volumenCm3
59799,485,ml,114608,volumenCm3
59800,358,ml,277676,pesoGR
59801,339,ml,606708,pesoGR
59802,258,ml,63051,pesoGR
59803,225,ml,253524,volumenCm3
59804,539,gr,988526,pesoGR
59805,518,gr,183371,pesoGR
59806,40,ml,338260,volumenCm3
59807,302,gr,894214,volumenCm3
59808,198,ml,628818,volumenCm3
59809,271,ml,461073,pesoGR
59810,907,gr,623331,pesoGR
59811,613,gr,168575,volumenCm3
59812,746,ml,573889,volumenCm3
59813,80,ml,45535,pesoGR
59814,140,ml,19328,volumenCm3
59815,251,ml,693402,volumenCm3
59816,13,ml,949757,volumenCm3
59817,813,gr,208735,pesoGR
59818,242,ml,310883,volumenCm3
59819,749,gr,650443,volumenCm3
59820,401,gr,833185,pesoGR
59821,451,gr,167248,pesoGR
59822,30,gr,70374,pesoGR
59823,415,ml,340106,volumenCm3
59824,131,ml,343047,volumenCm3
59825,996,ml,28304,pesoGR
59826,639,ml,130735,volumenCm3
59827,498,gr,362518,pesoGR
59828,19,gr,716665,pesoGR
59829,988,ml,563616,volumenCm3
59830,658,gr,733599,pesoGR
59831,914,gr,749028,volumenCm3
59832,883,gr,424001,volumenCm3
59833,325,gr,451509,pesoGR
59834,505,ml,773143,pesoGR
59835,601,ml,770476,pesoGR
59836,200,gr,759268,volumenCm3
59837,230,gr,428317,volumenCm3
59838,751,ml,871525,volumenCm3
59839,146,gr,593626,pesoGR
59840,488,ml,110248,volumenCm3
59841,439,ml,184101,pesoGR
59842,54,gr,43819,volumenCm3
59843,980,gr,114203,volumenCm3
59844,368,ml,527404,volumenCm3
59845,398,gr,979194,volumenCm3
59846,632,ml,60386,pesoGR
59847,255,gr,425974,volumenCm3
59848,746,gr,547339,volumenCm3
59849,189,gr,837941,volumenCm3
59850,123,ml,147132,volumenCm3
59851,616,ml,291192,volumenCm3
59852,182,ml,974911,volumenCm3
59853,91,ml,835700,volumenCm3
59854,810,ml,66842,volumenCm3
59855,658,ml,986616,pesoGR
59856,453,gr,192632,volumenCm3
59857,934,gr,327641,volumenCm3
59858,588,gr,853884,pesoGR
59859,716,ml,271924,pesoGR
59860,354,ml,823604,volumenCm3
59861,247,gr,851852,pesoGR
59862,786,gr,448314,pesoGR
59863,296,gr,670040,pesoGR
59864,272,gr,237912,pesoGR
59865,258,ml,354157,volumenCm3
59866,738,gr,457001,volumenCm3
59867,885,gr,686241,pesoGR
59868,96,ml,23611,pesoGR
59869,275,gr,174325,pesoGR
59870,16,gr,852227,volumenCm3
59871,906,ml,63642,volumenCm3
59872,542,gr,465753,volumenCm3
59873,138,gr,375601,pesoGR
59874,766,ml,720435,pesoGR
59875,708,gr,941128,pesoGR
59876,829,gr,62500,pesoGR
59877,873,gr,63911,volumenCm3
59878,722,ml,245877,pesoGR
59879,544,ml,47338,volumenCm3
59880,431,ml,552231,volumenCm3
59881,276,ml,501591,pesoGR
59882,860,gr,837090,pesoGR
59883,516,gr,988602,volumenCm3
59884,402,ml,696185,pesoGR
59885,447,gr,823567,volumenCm3
59886,137,gr,478553,pesoGR
59887,609,gr,842318,pesoGR
59888,553,gr,390436,volumenCm3
59889,534,gr,117940,pesoGR
59890,55,gr,952778,volumenCm3
59891,420,ml,205209,pesoGR
59892,447,ml,741169,volumenCm3
59893,803,gr,587392,pesoGR
59894,964,gr,883942,volumenCm3
59895,531,ml,837608,volumenCm3
59896,742,gr,76539,pesoGR
59897,982,ml,581581,volumenCm3
59898,448,ml,628792,volumenCm3
59899,732,gr,791221,volumenCm3
59900,276,gr,490013,pesoGR
59901,225,ml,551236,volumenCm3
59902,924,ml,500146,pesoGR
59903,943,gr,472140,volumenCm3
59904,213,gr,315720,pesoGR
59905,866,ml,63095,pesoGR
59906,698,gr,500254,volumenCm3
59907,544,gr,249952,pesoGR
59908,842,ml,153907,pesoGR
59909,889,gr,892724,pesoGR
59910,446,ml,831825,volumenCm3
59911,522,ml,843993,volumenCm3
59912,829,ml,956134,volumenCm3
59913,553,ml,249841,pesoGR
59914,196,gr,601038,volumenCm3
59915,502,gr,409756,pesoGR
59916,788,gr,660138,volumenCm3
59917,198,gr,601069,volumenCm3
59918,236,ml,139428,volumenCm3
59919,258,ml,775590,pesoGR
59920,988,gr,272157,pesoGR
59921,332,ml,880981,volumenCm3
59922,953,ml,425190,pesoGR
59923,37,ml,766330,volumenCm3
59924,212,gr,59818,pesoGR
59925,18,ml,98805,volumenCm3
59926,235,ml,2033,volumenCm3
59927,689,ml,786669,pesoGR
59928,397,gr,182431,pesoGR
59929,230,ml,883337,volumenCm3
59930,289,ml,100637,pesoGR
59931,250,ml,847940,pesoGR
59932,84,gr,796664,pesoGR
59933,46,gr,462474,pesoGR
59934,403,ml,578864,pesoGR
59935,536,ml,529067,volumenCm3
59936,430,gr,586049,pesoGR
59937,568,gr,383127,pesoGR
59938,482,ml,396619,pesoGR
59939,662,gr,464244,pesoGR
59940,429,ml,846404,volumenCm3
59941,784,ml,434452,pesoGR
59942,863,gr,144925,pesoGR
59943,179,ml,1444,pesoGR
59944,66,gr,678573,pesoGR
59945,658,ml,59927,pesoGR
59946,873,ml,861553,volumenCm3
59947,128,gr,23714,volumenCm3
59948,207,gr,325617,volumenCm3
59949,494,gr,504502,volumenCm3
59950,323,ml,49739,pesoGR
59951,904,ml,900052,volumenCm3
59952,799,gr,124136,volumenCm3
59953,152,ml,194583,volumenCm3
59954,784,gr,373701,volumenCm3
59955,766,ml,7126,volumenCm3
59956,880,gr,556434,volumenCm3
59957,158,ml,904993,volumenCm3
59958,554,gr,572830,volumenCm3
59959,304,gr,22061,volumenCm3
59960,61,gr,507733,volumenCm3
59961,781,gr,792677,volumenCm3
59962,71,ml,400239,pesoGR
59963,278,gr,447003,volumenCm3
59964,865,ml,515052,pesoGR
59965,981,ml,919486,volumenCm3
59966,81,gr,318689,pesoGR
59967,782,gr,37285,pesoGR
59968,65,gr,312469,pesoGR
59969,214,ml,99857,volumenCm3
59970,611,ml,986626,volumenCm3
59971,437,gr,960339,pesoGR
59972,894,ml,585694,pesoGR
59973,846,ml,798138,pesoGR
59974,588,ml,793604,volumenCm3
59975,662,ml,933793,pesoGR
59976,232,gr,777290,volumenCm3
59977,689,ml,726131,pesoGR
59978,362,gr,617946,volumenCm3
59979,127,ml,269019,volumenCm3
59980,519,gr,794501,pesoGR
59981,414,ml,875593,pesoGR
59982,853,gr,711024,volumenCm3
59983,787,ml,996734,pesoGR
59984,728,gr,46166,volumenCm3
59985,994,ml,994037,volumenCm3
59986,289,gr,283407,volumenCm3
59987,534,ml,315575,pesoGR
59988,813,ml,300964,volumenCm3
59989,542,gr,571409,volumenCm3
59990,7,gr,116913,volumenCm3
59991,560,gr,853940,volumenCm3
59992,728,ml,916080,pesoGR
59993,663,gr,855560,volumenCm3
59994,703,gr,775317,volumenCm3
59995,328,gr,40253,volumenCm3
59996,786,gr,384677,pesoGR
59997,129,gr,661031,pesoGR
59998,721,ml,670793,volumenCm3
59999,188,ml,995407,volumenCm3
60000,513,gr,491175,pesoGR
60001,179,gr,284464,pesoGR
60002,314,ml,518717,pesoGR
60003,288,ml,984355,volumenCm3
60004,281,ml,662642,pesoGR
60005,492,gr,383182,volumenCm3
60006,834,ml,292101,volumenCm3
